timestamp,date,hour,day_of_week,month,is_weekday,is_peak_hour,vehicle_volume_thousands,weather_severity,weather_label,accident_present,event_or_holiday,congestion_index,traffic_density,estimated_delay_min,location
2023-03-21 01:00,2023-03-21,1,Tuesday,March,1,0,6,4.4,Drizzle,0,0,38.5,Low,14.6,MG Road
2023-03-21 02:00,2023-03-21,2,Tuesday,March,1,0,4,2.4,Light Cloud,0,0,21.2,Low,8.1,MG Road
2023-03-21 03:00,2023-03-21,3,Tuesday,March,1,0,3,2.6,Light Cloud,0,0,27.7,Low,10.5,NH-48 Stretch
2023-03-21 04:00,2023-03-21,4,Tuesday,March,1,0,1,2.6,Light Cloud,0,0,26.8,Low,10.2,Central Ave
2023-03-21 05:00,2023-03-21,5,Tuesday,March,1,0,21,1.4,Clear,0,0,23.4,Low,8.9,Ring Road North
2023-03-21 06:00,2023-03-21,6,Tuesday,March,1,0,15,2.0,Light Cloud,0,0,21.3,Low,8.1,East Bypass
2023-03-21 07:00,2023-03-21,7,Tuesday,March,1,1,49,1.4,Clear,0,0,51.9,High,19.7,Ring Road North
2023-03-21 08:00,2023-03-21,8,Tuesday,March,1,1,43,2.6,Light Cloud,0,0,51.3,Medium,19.5,Central Ave
2023-03-21 09:00,2023-03-21,9,Tuesday,March,1,1,50,8.1,Heavy Rain,0,0,82.7,High,31.4,Central Ave
2023-03-21 10:00,2023-03-21,10,Tuesday,March,1,0,31,2.1,Light Cloud,0,0,24.8,Medium,9.4,Central Ave
2023-03-21 11:00,2023-03-21,11,Tuesday,March,1,0,37,6.3,Moderate Rain,0,0,48.6,Medium,18.5,East Bypass
2023-03-21 12:00,2023-03-21,12,Tuesday,March,1,0,33,0.3,Clear,0,0,19.4,Medium,7.4,East Bypass
2023-03-21 13:00,2023-03-21,13,Tuesday,March,1,0,33,5.7,Drizzle,1,0,56.6,Medium,21.5,Central Ave
2023-03-21 14:00,2023-03-21,14,Tuesday,March,1,0,33,2.5,Light Cloud,0,0,19.2,Medium,7.3,Ring Road North
2023-03-21 15:00,2023-03-21,15,Tuesday,March,1,0,27,4.5,Drizzle,0,0,37.1,Medium,14.1,Ring Road North
2023-03-21 16:00,2023-03-21,16,Tuesday,March,1,0,32,2.7,Light Cloud,0,0,24.6,Medium,9.3,East Bypass
2023-03-21 17:00,2023-03-21,17,Tuesday,March,1,1,41,2.3,Light Cloud,0,0,45.5,Medium,17.3,NH-48 Stretch
2023-03-21 18:00,2023-03-21,18,Tuesday,March,1,1,45,4.6,Drizzle,0,0,58.2,High,22.1,NH-48 Stretch
2023-03-21 19:00,2023-03-21,19,Tuesday,March,1,1,49,2.6,Light Cloud,0,0,50.0,High,19.0,Ring Road North
2023-03-21 20:00,2023-03-21,20,Tuesday,March,1,0,23,4.3,Drizzle,0,0,36.3,Low,13.8,Central Ave
2023-03-21 21:00,2023-03-21,21,Tuesday,March,1,0,23,4.0,Drizzle,0,0,40.1,Low,15.2,NH-48 Stretch
2023-03-21 22:00,2023-03-21,22,Tuesday,March,1,0,26,6.8,Moderate Rain,0,0,42.7,Medium,16.2,Ring Road North
2023-03-21 23:00,2023-03-21,23,Tuesday,March,1,0,5,2.6,Light Cloud,0,0,26.0,Low,9.9,Central Ave
2023-03-22 00:00,2023-03-22,0,Wednesday,March,1,0,4,2.3,Light Cloud,0,1,35.9,Low,13.6,East Bypass
2023-03-22 01:00,2023-03-22,1,Wednesday,March,1,0,5,6.0,Moderate Rain,0,0,46.8,Low,17.8,NH-48 Stretch
2023-03-22 02:00,2023-03-22,2,Wednesday,March,1,0,11,4.1,Drizzle,0,0,35.5,Low,13.5,Central Ave
2023-03-22 03:00,2023-03-22,3,Wednesday,March,1,0,3,4.2,Drizzle,0,0,40.9,Low,15.5,MG Road
2023-03-22 04:00,2023-03-22,4,Wednesday,March,1,0,11,5.8,Drizzle,0,0,50.1,Low,19.0,MG Road
2023-03-22 05:00,2023-03-22,5,Wednesday,March,1,0,19,4.7,Drizzle,0,0,43.3,Low,16.5,Central Ave
2023-03-22 06:00,2023-03-22,6,Wednesday,March,1,0,14,3.5,Light Cloud,0,0,24.3,Low,9.2,MG Road
2023-03-22 07:00,2023-03-22,7,Wednesday,March,1,1,41,2.7,Light Cloud,0,0,50.7,Medium,19.3,East Bypass
2023-03-22 08:00,2023-03-22,8,Wednesday,March,1,1,35,4.2,Drizzle,1,0,77.1,Medium,29.3,Central Ave
2023-03-22 09:00,2023-03-22,9,Wednesday,March,1,1,46,6.6,Moderate Rain,0,0,75.8,High,28.8,Ring Road North
2023-03-22 10:00,2023-03-22,10,Wednesday,March,1,0,35,5.7,Drizzle,0,0,44.6,Medium,16.9,Central Ave
2023-03-22 11:00,2023-03-22,11,Wednesday,March,1,0,31,1.9,Clear,1,0,38.4,Medium,14.6,Ring Road North
2023-03-22 12:00,2023-03-22,12,Wednesday,March,1,0,31,3.9,Light Cloud,0,0,24.8,Medium,9.4,Ring Road North
2023-03-22 13:00,2023-03-22,13,Wednesday,March,1,0,34,3.2,Light Cloud,0,0,23.1,Medium,8.8,Central Ave
2023-03-22 14:00,2023-03-22,14,Wednesday,March,1,0,32,0.7,Clear,0,0,21.7,Medium,8.2,Ring Road North
2023-03-22 15:00,2023-03-22,15,Wednesday,March,1,0,34,3.0,Light Cloud,0,0,24.3,Medium,9.2,East Bypass
2023-03-22 16:00,2023-03-22,16,Wednesday,March,1,0,37,4.3,Drizzle,0,0,37.8,Medium,14.4,Ring Road North
2023-03-22 17:00,2023-03-22,17,Wednesday,March,1,1,54,1.6,Clear,0,0,45.9,High,17.4,East Bypass
2023-03-22 18:00,2023-03-22,18,Wednesday,March,1,1,49,2.0,Light Cloud,0,0,48.0,High,18.2,East Bypass
2023-03-22 19:00,2023-03-22,19,Wednesday,March,1,1,44,0.6,Clear,0,0,47.4,Medium,18.0,Central Ave
2023-03-22 20:00,2023-03-22,20,Wednesday,March,1,0,20,7.9,Moderate Rain,0,0,54.4,Low,20.7,East Bypass
2023-03-22 21:00,2023-03-22,21,Wednesday,March,1,0,20,6.8,Moderate Rain,1,0,62.6,Low,23.8,Ring Road North
2023-03-22 22:00,2023-03-22,22,Wednesday,March,1,0,24,6.5,Moderate Rain,0,1,64.5,Low,24.5,NH-48 Stretch
2023-03-22 23:00,2023-03-22,23,Wednesday,March,1,0,6,1.1,Clear,0,0,24.3,Low,9.2,Central Ave
2023-03-23 00:00,2023-03-23,0,Thursday,March,1,0,4,4.5,Drizzle,0,0,43.7,Low,16.6,Ring Road North
2023-03-23 01:00,2023-03-23,1,Thursday,March,1,0,2,2.9,Light Cloud,0,0,23.3,Low,8.9,Ring Road North
2023-03-23 02:00,2023-03-23,2,Thursday,March,1,0,5,2.5,Light Cloud,0,0,21.5,Low,8.2,Central Ave
2023-03-23 03:00,2023-03-23,3,Thursday,March,1,0,3,0.8,Clear,0,0,25.9,Low,9.8,NH-48 Stretch
2023-03-23 04:00,2023-03-23,4,Thursday,March,1,0,1,3.9,Light Cloud,0,0,28.1,Low,10.7,Ring Road North
2023-03-23 05:00,2023-03-23,5,Thursday,March,1,0,17,1.4,Clear,0,0,23.7,Low,9.0,East Bypass
2023-03-23 06:00,2023-03-23,6,Thursday,March,1,0,9,6.6,Moderate Rain,0,0,41.4,Low,15.7,Central Ave
2023-03-23 07:00,2023-03-23,7,Thursday,March,1,1,49,1.6,Clear,0,0,48.4,High,18.4,NH-48 Stretch
2023-03-23 08:00,2023-03-23,8,Thursday,March,1,1,39,3.5,Light Cloud,0,0,50.6,Medium,19.2,Ring Road North
2023-03-23 09:00,2023-03-23,9,Thursday,March,1,1,43,2.1,Light Cloud,0,0,49.7,Medium,18.9,MG Road
2023-03-23 10:00,2023-03-23,10,Thursday,March,1,0,37,1.5,Clear,0,0,18.4,Medium,7.0,MG Road
2023-03-23 11:00,2023-03-23,11,Thursday,March,1,0,29,3.8,Light Cloud,0,0,32.8,Medium,12.5,East Bypass
2023-03-23 12:00,2023-03-23,12,Thursday,March,1,0,30,2.9,Light Cloud,0,0,26.8,Medium,10.2,NH-48 Stretch
2023-03-23 13:00,2023-03-23,13,Thursday,March,1,0,35,5.9,Drizzle,0,1,58.1,Medium,22.1,Ring Road North
2023-03-23 14:00,2023-03-23,14,Thursday,March,1,0,38,1.8,Clear,0,0,20.4,Medium,7.8,MG Road
2023-03-23 15:00,2023-03-23,15,Thursday,March,1,0,33,3.1,Light Cloud,0,0,28.2,Medium,10.7,East Bypass
2023-03-23 16:00,2023-03-23,16,Thursday,March,1,0,32,1.5,Clear,0,0,24.2,Medium,9.2,Central Ave
2023-03-23 17:00,2023-03-23,17,Thursday,March,1,1,51,6.1,Moderate Rain,0,0,70.6,High,26.8,Central Ave
2023-03-23 18:00,2023-03-23,18,Thursday,March,1,1,52,5.6,Drizzle,0,0,72.2,High,27.4,NH-48 Stretch
2023-03-23 19:00,2023-03-23,19,Thursday,March,1,1,54,2.1,Light Cloud,0,0,48.7,High,18.5,Central Ave
2023-03-23 20:00,2023-03-23,20,Thursday,March,1,0,23,1.6,Clear,0,0,30.2,Low,11.5,Ring Road North
2023-03-23 21:00,2023-03-23,21,Thursday,March,1,0,19,3.1,Light Cloud,0,0,23.0,Low,8.7,Ring Road North
2023-03-23 22:00,2023-03-23,22,Thursday,March,1,0,27,5.8,Drizzle,0,0,45.1,Medium,17.1,MG Road
2023-03-23 23:00,2023-03-23,23,Thursday,March,1,0,5,3.8,Light Cloud,0,0,21.9,Low,8.3,MG Road
2023-03-24 00:00,2023-03-24,0,Friday,March,1,0,9,1.8,Clear,0,0,24.1,Low,9.2,Ring Road North
2023-03-24 01:00,2023-03-24,1,Friday,March,1,0,2,3.9,Light Cloud,0,0,24.2,Low,9.2,NH-48 Stretch
2023-03-24 02:00,2023-03-24,2,Friday,March,1,0,6,8.2,Heavy Rain,0,0,57.1,Low,21.7,Ring Road North
2023-03-24 03:00,2023-03-24,3,Friday,March,1,0,8,5.3,Drizzle,0,0,40.2,Low,15.3,Central Ave
2023-03-24 04:00,2023-03-24,4,Friday,March,1,0,-1,2.0,Light Cloud,0,0,23.1,Low,8.8,East Bypass
2023-03-24 05:00,2023-03-24,5,Friday,March,1,0,13,6.2,Moderate Rain,0,0,44.4,Low,16.9,Ring Road North
2023-03-24 06:00,2023-03-24,6,Friday,March,1,0,12,4.7,Drizzle,0,0,40.8,Low,15.5,Ring Road North
2023-03-24 07:00,2023-03-24,7,Friday,March,1,1,46,7.1,Moderate Rain,0,0,82.1,High,31.2,Ring Road North
2023-03-24 08:00,2023-03-24,8,Friday,March,1,1,40,3.3,Light Cloud,0,0,51.9,Medium,19.7,NH-48 Stretch
2023-03-24 09:00,2023-03-24,9,Friday,March,1,1,44,5.7,Drizzle,0,0,70.7,Medium,26.9,NH-48 Stretch
2023-03-24 10:00,2023-03-24,10,Friday,March,1,0,32,3.9,Light Cloud,0,0,26.7,Medium,10.1,Central Ave
2023-03-24 11:00,2023-03-24,11,Friday,March,1,0,38,1.5,Clear,0,0,22.0,Medium,8.4,Central Ave
2023-03-24 12:00,2023-03-24,12,Friday,March,1,0,38,2.1,Light Cloud,0,0,24.6,Medium,9.3,East Bypass
2023-03-24 13:00,2023-03-24,13,Friday,March,1,0,35,6.4,Moderate Rain,0,0,45.2,Medium,17.2,Central Ave
2023-03-24 14:00,2023-03-24,14,Friday,March,1,0,39,6.4,Moderate Rain,0,0,44.8,Medium,17.0,Central Ave
2023-03-24 15:00,2023-03-24,15,Friday,March,1,0,33,8.8,Heavy Rain,0,0,60.9,Medium,23.1,MG Road
2023-03-24 16:00,2023-03-24,16,Friday,March,1,0,32,3.6,Light Cloud,0,0,27.0,Medium,10.3,MG Road
2023-03-24 17:00,2023-03-24,17,Friday,March,1,1,54,6.4,Moderate Rain,0,0,68.8,High,26.1,NH-48 Stretch
2023-03-24 18:00,2023-03-24,18,Friday,March,1,1,46,4.4,Drizzle,0,0,70.0,High,26.6,Ring Road North
2023-03-24 19:00,2023-03-24,19,Friday,March,1,1,53,2.8,Light Cloud,0,0,53.6,High,20.4,East Bypass
2023-03-24 20:00,2023-03-24,20,Friday,March,1,0,28,5.3,Drizzle,1,0,50.5,Medium,19.2,NH-48 Stretch
2023-03-24 21:00,2023-03-24,21,Friday,March,1,0,26,7.8,Moderate Rain,0,0,54.2,Medium,20.6,NH-48 Stretch
2023-03-24 22:00,2023-03-24,22,Friday,March,1,0,20,2.1,Light Cloud,0,0,22.3,Low,8.5,NH-48 Stretch
2023-03-24 23:00,2023-03-24,23,Friday,March,1,0,10,5.3,Drizzle,0,0,45.2,Low,17.2,Central Ave
2023-03-25 00:00,2023-03-25,0,Saturday,March,0,0,2,2.8,Light Cloud,0,0,7.3,Low,2.8,Central Ave
2023-03-25 01:00,2023-03-25,1,Saturday,March,0,0,13,5.7,Drizzle,0,0,38.3,Low,14.6,Central Ave
2023-03-25 02:00,2023-03-25,2,Saturday,March,0,0,8,5.4,Drizzle,0,0,33.4,Low,12.7,Central Ave
2023-03-25 03:00,2023-03-25,3,Saturday,March,0,0,5,4.5,Drizzle,0,0,30.9,Low,11.7,Central Ave
2023-03-25 04:00,2023-03-25,4,Saturday,March,0,0,9,1.4,Clear,0,0,12.2,Low,4.6,East Bypass
2023-03-25 05:00,2023-03-25,5,Saturday,March,0,0,11,2.0,Light Cloud,0,0,15.0,Low,5.7,East Bypass
2023-03-25 06:00,2023-03-25,6,Saturday,March,0,0,5,7.1,Moderate Rain,0,0,44.8,Low,17.0,MG Road
2023-03-25 07:00,2023-03-25,7,Saturday,March,0,1,9,5.1,Drizzle,0,0,61.0,Low,23.2,East Bypass
2023-03-25 08:00,2023-03-25,8,Saturday,March,0,1,15,4.5,Drizzle,1,0,73.7,Low,28.0,Central Ave
2023-03-25 09:00,2023-03-25,9,Saturday,March,0,1,5,1.7,Clear,0,0,37.3,Low,14.2,NH-48 Stretch
2023-03-25 10:00,2023-03-25,10,Saturday,March,0,0,33,6.5,Moderate Rain,0,0,33.3,Medium,12.7,Central Ave
2023-03-25 11:00,2023-03-25,11,Saturday,March,0,0,28,9.8,Heavy Rain,0,1,62.9,Medium,23.9,Central Ave
2023-03-25 12:00,2023-03-25,12,Saturday,March,0,0,23,0.7,Clear,0,0,15.3,Low,5.8,Ring Road North
2023-03-25 13:00,2023-03-25,13,Saturday,March,0,0,31,1.7,Clear,0,0,12.3,Medium,4.7,East Bypass
2023-03-25 14:00,2023-03-25,14,Saturday,March,0,0,26,3.2,Light Cloud,0,0,19.1,Medium,7.3,MG Road
2023-03-25 15:00,2023-03-25,15,Saturday,March,0,0,26,7.0,Moderate Rain,0,0,38.2,Medium,14.5,Central Ave
2023-03-25 16:00,2023-03-25,16,Saturday,March,0,0,20,3.3,Light Cloud,0,0,15.8,Low,6.0,Ring Road North
2023-03-25 17:00,2023-03-25,17,Saturday,March,0,1,27,2.6,Light Cloud,0,0,40.6,Medium,15.4,Ring Road North
2023-03-25 18:00,2023-03-25,18,Saturday,March,0,1,26,1.4,Clear,0,0,37.0,Medium,14.1,MG Road
2023-03-25 19:00,2023-03-25,19,Saturday,March,0,1,14,2.1,Light Cloud,0,0,45.2,Low,17.2,Ring Road North
2023-03-25 20:00,2023-03-25,20,Saturday,March,0,0,12,3.5,Light Cloud,0,0,14.0,Low,5.3,Ring Road North
2023-03-25 21:00,2023-03-25,21,Saturday,March,0,0,8,0.7,Clear,0,0,13.1,Low,5.0,Ring Road North
2023-03-25 22:00,2023-03-25,22,Saturday,March,0,0,8,1.1,Clear,0,0,13.6,Low,5.2,NH-48 Stretch
2023-03-25 23:00,2023-03-25,23,Saturday,March,0,0,5,5.2,Drizzle,0,0,40.2,Low,15.3,Ring Road North
2023-03-26 00:00,2023-03-26,0,Sunday,March,0,0,6,4.8,Drizzle,0,0,32.7,Low,12.4,MG Road
2023-03-26 01:00,2023-03-26,1,Sunday,March,0,0,14,7.9,Moderate Rain,0,0,50.5,Low,19.2,Central Ave
2023-03-26 02:00,2023-03-26,2,Sunday,March,0,0,9,6.7,Moderate Rain,0,0,46.2,Low,17.6,MG Road
2023-03-26 03:00,2023-03-26,3,Sunday,March,0,0,4,1.1,Clear,0,0,19.3,Low,7.3,MG Road
2023-03-26 04:00,2023-03-26,4,Sunday,March,0,0,5,5.7,Drizzle,0,0,40.3,Low,15.3,Central Ave
2023-03-26 05:00,2023-03-26,5,Sunday,March,0,0,13,1.3,Clear,0,0,11.9,Low,4.5,East Bypass
2023-03-26 06:00,2023-03-26,6,Sunday,March,0,0,2,3.0,Light Cloud,0,0,15.8,Low,6.0,East Bypass
2023-03-26 07:00,2023-03-26,7,Sunday,March,0,1,7,6.9,Moderate Rain,0,0,67.7,Low,25.7,Ring Road North
2023-03-26 08:00,2023-03-26,8,Sunday,March,0,1,13,2.8,Light Cloud,0,0,43.1,Low,16.4,MG Road
2023-03-26 09:00,2023-03-26,9,Sunday,March,0,1,2,1.1,Clear,0,0,39.9,Low,15.2,NH-48 Stretch
2023-03-26 10:00,2023-03-26,10,Sunday,March,0,0,27,8.3,Heavy Rain,0,1,68.3,Medium,26.0,MG Road
2023-03-26 11:00,2023-03-26,11,Sunday,March,0,0,33,2.9,Light Cloud,1,0,31.5,Medium,12.0,East Bypass
2023-03-26 12:00,2023-03-26,12,Sunday,March,0,0,30,1.9,Clear,0,0,11.7,Medium,4.4,East Bypass
2023-03-26 13:00,2023-03-26,13,Sunday,March,0,0,27,5.2,Drizzle,0,0,31.5,Medium,12.0,East Bypass
2023-03-26 14:00,2023-03-26,14,Sunday,March,0,0,31,0.8,Clear,1,0,28.1,Medium,10.7,Central Ave
2023-03-26 15:00,2023-03-26,15,Sunday,March,0,0,17,1.5,Clear,0,0,11.8,Low,4.5,East Bypass
2023-03-26 16:00,2023-03-26,16,Sunday,March,0,0,23,2.0,Light Cloud,0,0,18.4,Low,7.0,East Bypass
2023-03-26 17:00,2023-03-26,17,Sunday,March,0,1,18,5.8,Drizzle,0,0,59.7,Low,22.7,Ring Road North
2023-03-26 18:00,2023-03-26,18,Sunday,March,0,1,24,2.9,Light Cloud,0,0,39.0,Low,14.8,East Bypass
2023-03-26 19:00,2023-03-26,19,Sunday,March,0,1,9,6.1,Moderate Rain,0,0,64.2,Low,24.4,MG Road
2023-03-26 20:00,2023-03-26,20,Sunday,March,0,0,13,1.3,Clear,0,0,12.9,Low,4.9,MG Road
2023-03-26 21:00,2023-03-26,21,Sunday,March,0,0,5,4.7,Drizzle,0,0,28.3,Low,10.8,East Bypass
2023-03-26 22:00,2023-03-26,22,Sunday,March,0,0,7,3.1,Light Cloud,0,0,15.2,Low,5.8,East Bypass
2023-03-26 23:00,2023-03-26,23,Sunday,March,0,0,15,2.5,Light Cloud,0,0,18.9,Low,7.2,NH-48 Stretch
2023-03-27 00:00,2023-03-27,0,Monday,March,1,0,5,3.9,Light Cloud,1,0,39.8,Low,15.1,Ring Road North
2023-03-27 01:00,2023-03-27,1,Monday,March,1,0,1,4.6,Drizzle,0,0,35.4,Low,13.5,East Bypass
2023-03-27 02:00,2023-03-27,2,Monday,March,1,0,10,1.9,Clear,0,0,26.3,Low,10.0,MG Road
2023-03-27 03:00,2023-03-27,3,Monday,March,1,0,0,6.5,Moderate Rain,0,0,43.8,Low,16.6,NH-48 Stretch
2023-03-27 04:00,2023-03-27,4,Monday,March,1,0,1,3.4,Light Cloud,0,0,24.3,Low,9.2,MG Road
2023-03-27 05:00,2023-03-27,5,Monday,March,1,0,15,4.6,Drizzle,1,0,49.9,Low,19.0,NH-48 Stretch
2023-03-27 06:00,2023-03-27,6,Monday,March,1,0,13,7.5,Moderate Rain,1,0,71.1,Low,27.0,Central Ave
2023-03-27 07:00,2023-03-27,7,Monday,March,1,1,45,7.4,Moderate Rain,0,0,75.6,High,28.7,MG Road
2023-03-27 08:00,2023-03-27,8,Monday,March,1,1,49,4.9,Drizzle,0,0,68.3,High,26.0,Ring Road North
2023-03-27 09:00,2023-03-27,9,Monday,March,1,1,46,7.8,Moderate Rain,0,0,74.6,High,28.3,NH-48 Stretch
2023-03-27 10:00,2023-03-27,10,Monday,March,1,0,34,3.2,Light Cloud,0,0,25.2,Medium,9.6,NH-48 Stretch
2023-03-27 11:00,2023-03-27,11,Monday,March,1,0,33,4.5,Drizzle,0,0,36.6,Medium,13.9,Ring Road North
2023-03-27 12:00,2023-03-27,12,Monday,March,1,0,32,1.2,Clear,0,0,22.9,Medium,8.7,Central Ave
2023-03-27 13:00,2023-03-27,13,Monday,March,1,0,33,8.1,Heavy Rain,0,0,56.5,Medium,21.5,Central Ave
2023-03-27 14:00,2023-03-27,14,Monday,March,1,0,29,2.4,Light Cloud,0,0,26.4,Medium,10.0,NH-48 Stretch
2023-03-27 15:00,2023-03-27,15,Monday,March,1,0,28,4.0,Drizzle,0,0,31.2,Medium,11.9,East Bypass
2023-03-27 16:00,2023-03-27,16,Monday,March,1,0,27,1.5,Clear,0,0,22.7,Medium,8.6,Ring Road North
2023-03-27 17:00,2023-03-27,17,Monday,March,1,1,52,3.3,Light Cloud,0,0,44.5,High,16.9,NH-48 Stretch
2023-03-27 18:00,2023-03-27,18,Monday,March,1,1,54,4.8,Drizzle,0,0,65.0,High,24.7,NH-48 Stretch
2023-03-27 19:00,2023-03-27,19,Monday,March,1,1,45,8.0,Heavy Rain,0,0,77.7,High,29.5,East Bypass
2023-03-27 20:00,2023-03-27,20,Monday,March,1,0,19,2.0,Light Cloud,0,0,20.9,Low,7.9,Ring Road North
2023-03-27 21:00,2023-03-27,21,Monday,March,1,0,22,2.7,Light Cloud,0,1,39.0,Low,14.8,Ring Road North
2023-03-27 22:00,2023-03-27,22,Monday,March,1,0,25,4.4,Drizzle,0,0,42.8,Medium,16.3,East Bypass
2023-03-27 23:00,2023-03-27,23,Monday,March,1,0,6,3.8,Light Cloud,1,0,41.3,Low,15.7,Central Ave
2023-03-28 00:00,2023-03-28,0,Tuesday,March,1,0,2,0.9,Clear,0,0,22.4,Low,8.5,East Bypass
2023-03-28 01:00,2023-03-28,1,Tuesday,March,1,0,4,5.7,Drizzle,0,0,44.0,Low,16.7,MG Road
2023-03-28 02:00,2023-03-28,2,Tuesday,March,1,0,6,4.0,Drizzle,1,0,49.3,Low,18.7,MG Road
2023-03-28 03:00,2023-03-28,3,Tuesday,March,1,0,6,3.0,Light Cloud,0,0,22.6,Low,8.6,Central Ave
2023-03-28 04:00,2023-03-28,4,Tuesday,March,1,0,3,2.8,Light Cloud,0,0,21.4,Low,8.1,Ring Road North
2023-03-28 05:00,2023-03-28,5,Tuesday,March,1,0,15,2.4,Light Cloud,0,0,23.0,Low,8.7,Ring Road North
2023-03-28 06:00,2023-03-28,6,Tuesday,March,1,0,9,2.9,Light Cloud,1,0,33.8,Low,12.8,MG Road
2023-03-28 07:00,2023-03-28,7,Tuesday,March,1,1,47,6.6,Moderate Rain,0,0,73.9,High,28.1,Ring Road North
2023-03-28 08:00,2023-03-28,8,Tuesday,March,1,1,49,7.8,Moderate Rain,0,0,75.0,High,28.5,Central Ave
2023-03-28 09:00,2023-03-28,9,Tuesday,March,1,1,44,2.7,Light Cloud,0,0,50.1,Medium,19.0,Ring Road North
2023-03-28 10:00,2023-03-28,10,Tuesday,March,1,0,41,2.1,Light Cloud,0,0,18.4,Medium,7.0,MG Road
2023-03-28 11:00,2023-03-28,11,Tuesday,March,1,0,30,6.7,Moderate Rain,0,0,43.8,Medium,16.6,East Bypass
2023-03-28 12:00,2023-03-28,12,Tuesday,March,1,0,35,1.7,Clear,0,0,28.4,Medium,10.8,East Bypass
2023-03-28 13:00,2023-03-28,13,Tuesday,March,1,0,32,1.0,Clear,0,0,19.8,Medium,7.5,East Bypass
2023-03-28 14:00,2023-03-28,14,Tuesday,March,1,0,30,7.8,Moderate Rain,0,0,53.8,Medium,20.4,Ring Road North
2023-03-28 15:00,2023-03-28,15,Tuesday,March,1,0,32,2.4,Light Cloud,0,0,27.3,Medium,10.4,East Bypass
2023-03-28 16:00,2023-03-28,16,Tuesday,March,1,0,33,4.2,Drizzle,0,0,37.8,Medium,14.4,East Bypass
2023-03-28 17:00,2023-03-28,17,Tuesday,March,1,1,57,2.6,Light Cloud,0,0,53.8,High,20.4,NH-48 Stretch
2023-03-28 18:00,2023-03-28,18,Tuesday,March,1,1,47,4.9,Drizzle,0,0,67.4,High,25.6,NH-48 Stretch
2023-03-28 19:00,2023-03-28,19,Tuesday,March,1,1,44,2.6,Light Cloud,0,0,46.9,Medium,17.8,Central Ave
2023-03-28 20:00,2023-03-28,20,Tuesday,March,1,0,25,6.4,Moderate Rain,0,0,45.9,Medium,17.4,Central Ave
2023-03-28 21:00,2023-03-28,21,Tuesday,March,1,0,18,1.4,Clear,0,0,23.7,Low,9.0,East Bypass
2023-03-28 22:00,2023-03-28,22,Tuesday,March,1,0,27,1.5,Clear,0,0,19.0,Medium,7.2,Central Ave
2023-03-28 23:00,2023-03-28,23,Tuesday,March,1,0,5,5.0,Drizzle,0,0,37.6,Low,14.3,East Bypass
2023-03-29 00:00,2023-03-29,0,Wednesday,March,1,0,5,1.4,Clear,1,0,31.0,Low,11.8,MG Road
2023-03-29 01:00,2023-03-29,1,Wednesday,March,1,0,7,5.0,Drizzle,0,0,41.7,Low,15.8,Ring Road North
2023-03-29 02:00,2023-03-29,2,Wednesday,March,1,0,8,3.4,Light Cloud,1,0,37.6,Low,14.3,NH-48 Stretch
2023-03-29 03:00,2023-03-29,3,Wednesday,March,1,0,6,7.0,Moderate Rain,1,0,65.7,Low,25.0,East Bypass
2023-03-29 04:00,2023-03-29,4,Wednesday,March,1,0,5,7.4,Moderate Rain,0,0,53.6,Low,20.4,NH-48 Stretch
2023-03-29 05:00,2023-03-29,5,Wednesday,March,1,0,14,2.8,Light Cloud,0,0,23.6,Low,9.0,Central Ave
2023-03-29 06:00,2023-03-29,6,Wednesday,March,1,0,15,6.6,Moderate Rain,0,0,41.2,Low,15.7,NH-48 Stretch
2023-03-29 07:00,2023-03-29,7,Wednesday,March,1,1,43,4.7,Drizzle,0,0,65.2,Medium,24.8,NH-48 Stretch
2023-03-29 08:00,2023-03-29,8,Wednesday,March,1,1,45,2.4,Light Cloud,0,0,48.2,High,18.3,MG Road
2023-03-29 09:00,2023-03-29,9,Wednesday,March,1,1,41,0.5,Clear,0,0,46.4,Medium,17.6,East Bypass
2023-03-29 10:00,2023-03-29,10,Wednesday,March,1,0,33,3.0,Light Cloud,0,0,22.1,Medium,8.4,East Bypass
2023-03-29 11:00,2023-03-29,11,Wednesday,March,1,0,33,3.1,Light Cloud,0,0,27.3,Medium,10.4,Ring Road North
2023-03-29 12:00,2023-03-29,12,Wednesday,March,1,0,35,3.6,Light Cloud,0,0,27.7,Medium,10.5,MG Road
2023-03-29 13:00,2023-03-29,13,Wednesday,March,1,0,27,7.1,Moderate Rain,1,0,57.6,Medium,21.9,NH-48 Stretch
2023-03-29 14:00,2023-03-29,14,Wednesday,March,1,0,34,1.9,Clear,1,0,37.9,Medium,14.4,NH-48 Stretch
2023-03-29 15:00,2023-03-29,15,Wednesday,March,1,0,27,5.4,Drizzle,0,0,43.3,Medium,16.5,MG Road
2023-03-29 16:00,2023-03-29,16,Wednesday,March,1,0,36,4.5,Drizzle,0,0,36.8,Medium,14.0,NH-48 Stretch
2023-03-29 17:00,2023-03-29,17,Wednesday,March,1,1,43,5.1,Drizzle,0,0,62.9,Medium,23.9,NH-48 Stretch
2023-03-29 18:00,2023-03-29,18,Wednesday,March,1,1,52,5.3,Drizzle,0,0,68.4,High,26.0,East Bypass
2023-03-29 19:00,2023-03-29,19,Wednesday,March,1,1,49,2.6,Light Cloud,0,0,53.5,High,20.3,East Bypass
2023-03-29 20:00,2023-03-29,20,Wednesday,March,1,0,18,4.4,Drizzle,0,0,38.6,Low,14.7,Ring Road North
